7.9234E-02;1.5847E-06
7.9234E-02;1.5847E-06
7.9349E-02;1.5870E-06
7.9349E-02;1.5870E-06
7.9372E-02;1.5874E-06
7.9405E-02;1.5881E-06
7.9420E-02;1.5884E-06
7.9472E-02;1.5894E-06
7.9483E-02;1.5897E-06
7.9528E-02;1.5906E-06
7.9554E-02;1.5911E-06
7.9647E-02;1.5929E-06
7.9670E-02;1.5934E-06
7.9681E-02;1.5936E-06
7.9740E-02;1.5948E-06
7.9789E-02;1.5958E-06
7.9792E-02;1.5958E-06
7.9800E-02;1.5960E-06
7.9871E-02;1.5974E-06
7.9889E-02;1.5978E-06
7.9900E-02;1.5980E-06
7.9934E-02;1.5987E-06
8.0057E-02;1.6011E-06
8.0072E-02;1.6014E-06
8.0079E-02;1.6016E-06
8.0195E-02;1.6039E-06
8.0243E-02;1.6049E-06
8.0415E-02;1.6083E-06
8.0444E-02;1.6089E-06
8.0511E-02;1.6102E-06
8.0627E-02;1.6125E-06
8.0668E-02;1.6134E-06
8.0705E-02;1.6141E-06
8.0806E-02;1.6161E-06
8.0821E-02;1.6164E-06
8.0910E-02;1.6182E-06
8.0936E-02;1.6187E-06
8.0985E-02;1.6197E-06
8.0996E-02;1.6199E-06
8.1048E-02;1.6210E-06
8.1052E-02;1.6210E-06
8.1111E-02;1.6222E-06
8.1167E-02;1.6233E-06
8.1353E-02;1.6271E-06
8.1450E-02;1.6290E-06
8.1532E-02;1.6306E-06
8.1543E-02;1.6309E-06
8.1625E-02;1.6325E-06
8.1726E-02;1.6345E-06
8.1737E-02;1.6347E-06
8.1782E-02;1.6356E-06
8.1823E-02;1.6365E-06
8.1834E-02;1.6367E-06
8.1912E-02;1.6382E-06
8.2087E-02;1.6417E-06
8.2359E-02;1.6472E-06
8.2396E-02;1.6479E-06
8.2411E-02;1.6482E-06
8.2501E-02;1.6500E-06
8.2575E-02;1.6515E-06
8.2616E-02;1.6523E-06
8.2676E-02;1.6535E-06
8.2732E-02;1.6546E-06
8.2769E-02;1.6554E-06
8.2832E-02;1.6566E-06
8.2840E-02;1.6568E-06
8.2948E-02;1.6590E-06
8.2952E-02;1.6590E-06
8.3119E-02;1.6624E-06
8.3257E-02;1.6651E-06
8.3440E-02;1.6688E-06
8.3447E-02;1.6689E-06
8.3514E-02;1.6703E-06
8.3555E-02;1.6711E-06
8.3697E-02;1.6739E-06
8.3816E-02;1.6763E-06
8.3816E-02;1.6763E-06
8.3846E-02;1.6769E-06
8.4125E-02;1.6825E-06
8.4259E-02;1.6852E-06
8.4274E-02;1.6855E-06
8.4375E-02;1.6875E-06
8.4501E-02;1.6900E-06
8.4561E-02;1.6912E-06
8.4758E-02;1.6952E-06
8.4855E-02;1.6971E-06
8.4915E-02;1.6983E-06
8.5060E-02;1.7012E-06
8.5265E-02;1.7053E-06
8.5399E-02;1.7080E-06
8.5697E-02;1.7139E-06
